Year,Month,Anomaly,Year_num
1887,3,-0.49,1887.1666666666667
1887,4,-0.398,1887.25
1887,5,-0.497,1887.3333333333333
1887,6,-0.438,1887.4166666666667
1887,7,-0.369,1887.5
1887,8,-0.472,1887.5833333333333
1887,9,-0.353,1887.6666666666667
1887,10,-0.416,1887.75
1887,11,-0.43,1887.8333333333333
1887,12,-0.45,1887.9166666666667
1888,1,-0.502,1888
1888,2,-0.542,1888.0833333333333
1888,3,-0.565,1888.1666666666667
1888,4,-0.393,1888.25
1888,5,-0.392,1888.3333333333333
1888,6,-0.326,1888.4166666666667
1888,7,-0.292,1888.5
1888,8,-0.238,1888.5833333333333
1888,9,-0.297,1888.6666666666667
1888,10,-0.071,1888.75
1888,11,-0.217,1888.8333333333333
1888,12,-0.249,1888.9166666666667
1889,1,-0.205,1889
1889,2,0.073,1889.0833333333333
1889,3,-0.099,1889.1666666666667
1889,4,-0.035,1889.25
1889,5,-0.172,1889.3333333333333
1889,6,-0.143,1889.4166666666667
1889,7,-0.166,1889.5
1889,8,-0.248,1889.5833333333333
1889,9,-0.355,1889.6666666666667
1889,10,-0.283,1889.75
1889,11,-0.441,1889.8333333333333
1889,12,-0.411,1889.9166666666667
1890,1,-0.517,1890
1890,2,-0.45,1890.0833333333333
1890,3,-0.588,1890.1666666666667
1890,4,-0.397,1890.25
1890,5,-0.491,1890.3333333333333
1890,6,-0.398,1890.4166666666667
1890,7,-0.448,1890.5
1890,8,-0.408,1890.5833333333333
1890,9,-0.38,1890.6666666666667
1890,10,-0.356,1890.75
1890,11,-0.628,1890.8333333333333
1890,12,-0.401,1890.9166666666667
1891,1,-0.561,1891
1891,2,-0.557,1891.0833333333333
1891,3,-0.266,1891.1666666666667
1891,4,-0.447,1891.25
1891,5,-0.251,1891.3333333333333
1891,6,-0.326,1891.4166666666667
1891,7,-0.325,1891.5
1891,8,-0.316,1891.5833333333333
1891,9,-0.215,1891.6666666666667
1891,10,-0.329,1891.75
1891,11,-0.519,1891.8333333333333
1891,12,-0.255,1891.9166666666667
1892,1,-0.415,1892
1892,2,-0.192,1892.0833333333333
1892,3,-0.548,1892.1666666666667
1892,4,-0.563,1892.25
1892,5,-0.458,1892.3333333333333
1892,6,-0.432,1892.4166666666667
1892,7,-0.554,1892.5
1892,8,-0.489,1892.5833333333333
1892,9,-0.281,1892.6666666666667
1892,10,-0.335,1892.75
1892,11,-0.635,1892.8333333333333
1892,12,-0.724,1892.9166666666667
1893,1,-0.919,1893
1893,2,-0.69,1893.0833333333333
1893,3,-0.372,1893.1666666666667
1893,4,-0.487,1893.25
1893,5,-0.482,1893.3333333333333
1893,6,-0.381,1893.4166666666667
1893,7,-0.181,1893.5
1893,8,-0.247,1893.5833333333333
1893,9,-0.391,1893.6666666666667
1893,10,-0.264,1893.75
1893,11,-0.364,1893.8333333333333
1893,12,-0.473,1893.9166666666667
1894,1,-0.58,1894
1894,2,-0.41,1894.0833333333333
1894,3,-0.426,1894.1666666666667
1894,4,-0.486,1894.25
1894,5,-0.457,1894.3333333333333
1894,6,-0.493,1894.4166666666667
1894,7,-0.249,1894.5
1894,8,-0.33,1894.5833333333333
1894,9,-0.356,1894.6666666666667
1894,10,-0.283,1894.75
1894,11,-0.374,1894.8333333333333
1894,12,-0.466,1894.9166666666667
1895,1,-0.498,1895
1895,2,-0.582,1895.0833333333333
1895,3,-0.58,1895.1666666666667
1895,4,-0.381,1895.25
1895,5,-0.455,1895.3333333333333
1895,6,-0.343,1895.4166666666667
1895,7,-0.283,1895.5
1895,8,-0.268,1895.5833333333333
1895,9,-0.281,1895.6666666666667
1895,10,-0.299,1895.75
1895,11,-0.232,1895.8333333333333
1895,12,-0.324,1895.9166666666667
1896,1,-0.285,1896
1896,2,-0.261,1896.0833333333333
1896,3,-0.456,1896.1666666666667
1896,4,-0.458,1896.25
1896,5,-0.308,1896.3333333333333
1896,6,-0.165,1896.4166666666667
1896,7,-0.084,1896.5
1896,8,-0.098,1896.5833333333333
1896,9,-0.08,1896.6666666666667
1896,10,-0.091,1896.75
1896,11,-0.226,1896.8333333333333
1896,12,-0.002,1896.9166666666667
1897,1,-0.245,1897
1897,2,-0.268,1897.0833333333333
1897,3,-0.271,1897.1666666666667
1897,4,-0.087,1897.25
1897,5,-0.068,1897.3333333333333
1897,6,-0.152,1897.4166666666667
1897,7,-0.172,1897.5
1897,8,-0.175,1897.5833333333333
1897,9,-0.195,1897.6666666666667
1897,10,-0.241,1897.75
1897,11,-0.367,1897.8333333333333
1897,12,-0.371,1897.9166666666667
1898,1,-0.219,1898
1898,2,-0.508,1898.0833333333333
1898,3,-0.724,1898.1666666666667
1898,4,-0.503,1898.25
1898,5,-0.551,1898.3333333333333
1898,6,-0.308,1898.4166666666667
1898,7,-0.35,1898.5
1898,8,-0.34,1898.5833333333333
1898,9,-0.366,1898.6666666666667
1898,10,-0.509,1898.75
1898,11,-0.476,1898.8333333333333
1898,12,-0.472,1898.9166666666667
1899,1,-0.314,1899
1899,2,-0.486,1899.0833333333333
1899,3,-0.556,1899.1666666666667
1899,4,-0.357,1899.25
1899,5,-0.289,1899.3333333333333
1899,6,-0.449,1899.4166666666667
1899,7,-0.286,1899.5
1899,8,-0.127,1899.5833333333333
1899,9,-0.123,1899.6666666666667
1899,10,-0.164,1899.75
1899,11,-0.022,1899.8333333333333
1899,12,-0.397,1899.9166666666667
1900,1,-0.456,1900
1900,2,-0.083,1900.0833333333333
1900,3,-0.158,1900.1666666666667
1900,4,-0.174,1900.25
1900,5,-0.226,1900.3333333333333
1900,6,-0.137,1900.4166666666667
1900,7,-0.146,1900.5
1900,8,-0.186,1900.5833333333333
1900,9,-0.181,1900.6666666666667
1900,10,-0.02,1900.75
1900,11,-0.243,1900.8333333333333
1900,12,-0.204,1900.9166666666667
1901,1,-0.303,1901
1901,2,-0.175,1901.0833333333333
1901,3,-0.169,1901.1666666666667
1901,4,-0.117,1901.25
1901,5,-0.164,1901.3333333333333
1901,6,-0.153,1901.4166666666667
1901,7,-0.228,1901.5
1901,8,-0.166,1901.5833333333333
1901,9,-0.263,1901.6666666666667
1901,10,-0.281,1901.75
1901,11,-0.35,1901.8333333333333
1901,12,-0.397,1901.9166666666667
1902,1,-0.365,1902
1902,2,-0.185,1902.0833333333333
1902,3,-0.457,1902.1666666666667
1902,4,-0.381,1902.25
1902,5,-0.41,1902.3333333333333
1902,6,-0.39,1902.4166666666667
1902,7,-0.293,1902.5
1902,8,-0.297,1902.5833333333333
1902,9,-0.269,1902.6666666666667
1902,10,-0.418,1902.75
1902,11,-0.539,1902.8333333333333
1902,12,-0.564,1902.9166666666667
1903,1,-0.36,1903
1903,2,-0.147,1903.0833333333333
1903,3,-0.373,1903.1666666666667
1903,4,-0.509,1903.25
1903,5,-0.48,1903.3333333333333
1903,6,-0.528,1903.4166666666667
1903,7,-0.424,1903.5
1903,8,-0.537,1903.5833333333333
1903,9,-0.468,1903.6666666666667
1903,10,-0.592,1903.75
1903,11,-0.569,1903.8333333333333
1903,12,-0.558,1903.9166666666667
1904,1,-0.688,1904
1904,2,-0.655,1904.0833333333333
1904,3,-0.594,1904.1666666666667
1904,4,-0.52,1904.25
1904,5,-0.554,1904.3333333333333
1904,6,-0.48,1904.4166666666667
1904,7,-0.465,1904.5
1904,8,-0.466,1904.5833333333333
1904,9,-0.504,1904.6666666666667
1904,10,-0.47,1904.75
1904,11,-0.324,1904.8333333333333
1904,12,-0.386,1904.9166666666667
1905,1,-0.401,1905
1905,2,-0.651,1905.0833333333333
1905,3,-0.439,1905.1666666666667
1905,4,-0.471,1905.25
1905,5,-0.336,1905.3333333333333
1905,6,-0.285,1905.4166666666667
1905,7,-0.301,1905.5
1905,8,-0.282,1905.5833333333333
1905,9,-0.286,1905.6666666666667
1905,10,-0.309,1905.75
1905,11,-0.167,1905.8333333333333
1905,12,-0.265,1905.9166666666667
1906,1,-0.318,1906
1906,2,-0.293,1906.0833333333333
1906,3,-0.191,1906.1666666666667
1906,4,-0.081,1906.25
1906,5,-0.34,1906.3333333333333
1906,6,-0.201,1906.4166666666667
1906,7,-0.317,1906.5
1906,8,-0.216,1906.5833333333333
1906,9,-0.312,1906.6666666666667
1906,10,-0.257,1906.75
1906,11,-0.373,1906.8333333333333
1906,12,-0.256,1906.9166666666667
1907,1,-0.434,1907
1907,2,-0.574,1907.0833333333333
1907,3,-0.273,1907.1666666666667
1907,4,-0.364,1907.25
1907,5,-0.533,1907.3333333333333
1907,6,-0.449,1907.4166666666667
1907,7,-0.345,1907.5
1907,8,-0.443,1907.5833333333333
1907,9,-0.38,1907.6666666666667
1907,10,-0.251,1907.75
1907,11,-0.506,1907.8333333333333
1907,12,-0.55,1907.9166666666667
1908,1,-0.434,1908
1908,2,-0.348,1908.0833333333333
1908,3,-0.695,1908.1666666666667
1908,4,-0.545,1908.25
1908,5,-0.356,1908.3333333333333
1908,6,-0.384,1908.4166666666667
1908,7,-0.365,1908.5
1908,8,-0.469,1908.5833333333333
1908,9,-0.336,1908.6666666666667
1908,10,-0.474,1908.75
1908,11,-0.583,1908.8333333333333
1908,12,-0.565,1908.9166666666667
1909,1,-0.714,1909
1909,2,-0.489,1909.0833333333333
1909,3,-0.715,1909.1666666666667
1909,4,-0.601,1909.25
1909,5,-0.53,1909.3333333333333
1909,6,-0.497,1909.4166666666667
1909,7,-0.514,1909.5
1909,8,-0.275,1909.5833333333333
1909,9,-0.428,1909.6666666666667
1909,10,-0.46,1909.75
1909,11,-0.403,1909.8333333333333
1909,12,-0.578,1909.9166666666667
1910,1,-0.435,1910
1910,2,-0.493,1910.0833333333333
1910,3,-0.62,1910.1666666666667
1910,4,-0.519,1910.25
1910,5,-0.423,1910.3333333333333
1910,6,-0.427,1910.4166666666667
1910,7,-0.446,1910.5
1910,8,-0.351,1910.5833333333333
1910,9,-0.416,1910.6666666666667
1910,10,-0.359,1910.75
1910,11,-0.654,1910.8333333333333
1910,12,-0.758,1910.9166666666667
1911,1,-0.636,1911
1911,2,-0.665,1911.0833333333333
1911,3,-0.7,1911.1666666666667
1911,4,-0.616,1911.25
1911,5,-0.598,1911.3333333333333
1911,6,-0.521,1911.4166666666667
1911,7,-0.476,1911.5
1911,8,-0.439,1911.5833333333333
1911,9,-0.482,1911.6666666666667
1911,10,-0.341,1911.75
1911,11,-0.328,1911.8333333333333
1911,12,-0.337,1911.9166666666667
1912,1,-0.315,1912
1912,2,-0.295,1912.0833333333333
1912,3,-0.497,1912.1666666666667
1912,4,-0.27,1912.25
1912,5,-0.306,1912.3333333333333
1912,6,-0.267,1912.4166666666667
1912,7,-0.477,1912.5
1912,8,-0.568,1912.5833333333333
1912,9,-0.59,1912.6666666666667
1912,10,-0.662,1912.75
1912,11,-0.484,1912.8333333333333
1912,12,-0.542,1912.9166666666667
1913,1,-0.523,1913
1913,2,-0.501,1913.0833333333333
1913,3,-0.517,1913.1666666666667
1913,4,-0.347,1913.25
1913,5,-0.453,1913.3333333333333
1913,6,-0.513,1913.4166666666667
1913,7,-0.442,1913.5
1913,8,-0.364,1913.5833333333333
1913,9,-0.401,1913.6666666666667
1913,10,-0.361,1913.75
1913,11,-0.282,1913.8333333333333
1913,12,-0.133,1913.9166666666667
1914,1,-0.053,1914
1914,2,-0.205,1914.0833333333333
1914,3,-0.398,1914.1666666666667
1914,4,-0.356,1914.25
1914,5,-0.247,1914.3333333333333
1914,6,-0.263,1914.4166666666667
1914,7,-0.34,1914.5
1914,8,-0.148,1914.5833333333333
1914,9,-0.227,1914.6666666666667
1914,10,-0.131,1914.75
